year,id,dist,passen,fare,conc
2000,802,1373,493,177,54.38999939
1997,803,1985,378,155,37.29999924
1998,803,1985,433,166,39.65000153
1999,803,1985,562,159,32.15000153
2000,803,1985,615,153,36.61999893
1997,804,365,624,55,50.77000427
1998,804,365,602,60,45.75
1999,804,365,560,62,77.15000153
2000,804,365,594,67,80.61000061
1997,805,2070,306,253,30.64999962
1998,805,2070,316,289,46.31999969
1999,805,2070,303,310,48.34999847
2000,805,2070,555,232,35.83000183
1997,806,988,147,116,79.48000336
1998,806,988,146,131,64.05999756
1999,806,988,145,138,53.27000046
2000,806,988,130,140,59.41999435
1997,807,1494,175,161,36.74000168
1998,807,1494,143,192,29.37999916
1999,807,1494,155,183,26.75000191
2000,807,1494,146,201,29.78000069
1997,808,296,399,60,61.90999603
1998,808,296,334,66,58.34999847
1999,808,296,341,63,56.38000488
2000,808,296,321,71,57.38999939
1997,809,355,468,63,99
1998,809,355,517,69,98.73999786
1999,809,355,490,70,98.87000275
2000,809,355,446,76,99.06999969
1997,810,1846,192,169,34.70999908
1998,810,1846,162,213,28.69000053
1999,810,1846,192,190,32.47999954
2000,810,1846,171,214,29.3599987
1997,811,1620,268,227,69.58000183
1998,811,1620,229,271,72.38999939
1999,811,1620,251,251,73.98000336
2000,811,1620,245,288,72.62000275
1997,812,2342,845,289,57.63000107
1998,812,2342,966,275,61.62999725
1999,812,2342,757,351,53.25000381
2000,812,2342,890,318,47.40999985
1997,813,1757,350,208,42.61999893
1998,813,1757,465,194,44.59000015
1999,813,1757,428,211,47.86000061
2000,813,1757,456,202,40.02999878
1997,814,1536,890,243,71.69000244
1998,814,1536,910,228,72.27999878
1999,814,1536,1189,207,65.27999878
2000,814,1536,1193,222,65.86000061
1997,815,1797,401,201,53.57000351
1998,815,1797,538,196,59.41999435
1999,815,1797,587,172,52.20999908
2000,815,1797,530,206,45.90000153
1997,816,1672,736,165,34.84000015
1998,816,1672,667,179,35.63000107
1999,816,1672,719,175,33.40000153
2000,816,1672,790,188,30.27000046
1997,817,2469,7637,307,33.70000076
1998,817,2469,7502,310,31.47999954
1999,817,2469,7340,342,29.72999763
2000,817,2469,6815,381,28.53000259
1997,818,2377,151,279,24.30999947
1998,818,2377,161,264,22.65999985
1999,818,2377,164,273,29.63999748
2000,818,2377,152,272,32.70999908
1997,819,337,3905,64,69.59999847
1998,819,337,3879,67,74.91000366
1999,819,337,4112,73,77.62000275
2000,819,337,4443,80,72.34999847
1997,820,1189,244,149,24.70999908
1998,820,1189,232,168,25.67000008
1999,820,1189,225,161,28.54999924
2000,820,1189,214,180,36.09000015
1997,821,1331,290,156,40.06000137
1998,821,1331,312,149,38.68000031
1999,821,1331,290,168,42.20000076
2000,821,1331,287,171,34.11000061
1997,822,2217,1085,243,59.24999619
1998,822,2217,1108,233,55.88999939
1999,822,2217,1162,215,49.38999939
2000,822,2217,1336,224,48.88999939
1997,823,2402,859,367,41.95000076
1998,823,2402,940,326,39
1999,823,2402,1054,331,38.34999847
2000,823,2402,1422,278,47.45000076
1997,824,370,3355,58,58.59000015
1998,824,370,3450,62,61.83000183
1999,824,370,3582,60,56.40000153
2000,824,370,3381,67,56.18999481
1997,825,2137,293,307,65.62999725
1998,825,2137,350,293,60.81000137
1999,825,2137,413,257,65.87000275
2000,825,2137,413,290,59.8900032
1997,826,834,1509,116,40.16999817
1998,826,834,1558,117,44.70999908
1999,826,834,1583,120,46.70999908
2000,826,834,1590,137,43.81999969
1997,827,2595,283,195,30.81999969
1998,827,2595,346,194,28.22999954
1999,827,2595,501,177,22.12999916
2000,827,2595,397,201,24.70999908
1997,828,2239,208,308,34.84999847
1998,828,2239,242,292,34.29000092
1999,828,2239,427,192,29.38999748
2000,828,2239,432,211,25.43000031
1997,829,390,884,75,62.25999451
1998,829,390,914,82,63.59000397
1999,829,390,1036,76,45.49000168
2000,829,390,957,90,41.20000076
1997,830,373,2059,62,50.22000122
1998,830,373,2264,68,49.72999954
1999,830,373,2262,74,52.49000168
2000,830,373,2173,80,61.86000061
1997,831,590,1627,84,64.11000061
1998,831,590,1561,97,62.26999664
1999,831,590,1967,85,61.93000031
2000,831,590,1786,95,48.63000107
1997,832,1211,378,166,48.20000076
1998,832,1211,439,155,44.56000137
1999,832,1211,418,159,43.70000076
2000,832,1211,501,162,42.02999878
1997,833,109,353,57,45.52000046
1998,833,109,206,79,67.77999878
1999,833,109,348,84,47.59000015
2000,833,109,242,114,63.02000427
1997,834,337,4392,83,85.47000122
1998,834,337,4377,80,79.93000031
1999,834,337,4501,88,79.26999664
2000,834,337,3410,108,74.83999634
1997,835,308,2481,65,65.33000183
1998,835,308,2722,68,50.84999847
1999,835,308,3144,71,50.30000305
2000,835,308,3080,82,51.47000122
1997,836,954,2692,127,49.99000168
1998,836,954,2627,130,58.02999878
1999,836,954,2690,135,55.23999786
2000,836,954,2707,150,50.70000458
1997,837,945,233,139,40.43000031
1998,837,945,234,133,62.13999939
1999,837,945,250,133,49.61000061
2000,837,945,247,136,52.13000107
1997,838,1593,666,224,58.97999954
1998,838,1593,644,258,60.59000015
1999,838,1593,667,252,59.00999832
2000,838,1593,709,252,48.43999863
1997,839,2159,580,199,63.63999939
1998,839,2159,593,219,51.58000183
1999,839,2159,631,215,43.72000122
2000,839,2159,632,217,54.22999954
1997,840,451,1321,54,38.61000061
1998,840,451,1195,63,60.72000122
1999,840,451,1261,64,57.81999969
2000,840,451,1205,68,62.98000336
1997,841,1283,248,146,35.50999832
1998,841,1283,221,158,32.11000061
1999,841,1283,208,166,27.15999985
2000,841,1283,181,198,42
1997,842,2290,1865,321,46.11999893
1998,842,2290,2178,276,48.63000107
1999,842,2290,1688,360,52.72999954
2000,842,2290,1793,373,42.84999847
1997,843,2333,176,227,53.50999832
1998,843,2333,204,227,55.72000122
1999,843,2333,224,261,60.42000198
2000,843,2333,162,313,55.97000122
1997,844,657,354,225,42.75999832
1998,844,657,388,219,46.77999878
1999,844,657,392,223,48.20000076
2000,844,657,355,239,43.5
1997,845,718,389,99,71.43000031
1998,845,718,401,110,66.86000061
1999,845,718,448,109,68.48000336
2000,845,718,494,111,64.48999786
1997,846,1507,170,153,58.99000168
1998,846,1507,211,161,63.29000092
1999,846,1507,248,154,61.11000061
2000,846,1507,207,166,63.01000214
1997,847,254,266,54,60.52000046
1998,847,254,265,62,63.44000244
1999,847,254,240,59,60.77000046
2000,847,254,245,69,65.59999847
1997,848,728,233,107,47.18000031
1998,848,728,280,114,50.74000549
1999,848,728,259,117,58.50999832
2000,848,728,278,119,56.24000549
1997,849,473,203,151,82.51999664
1998,849,473,186,161,79.98000336
1999,849,473,206,161,81.98000336
2000,849,473,166,177,80.13999939
1997,850,809,199,183,26.54000282
1998,850,809,214,169,39.25
1999,850,809,225,187,37.72999954
2000,850,809,233,195,28.09000015
1997,851,209,216,139,58.71999741
1998,851,209,262,153,50.5
1999,851,209,275,169,52.79999924
2000,851,209,333,210,44.11000061
1997,852,1143,201,126,84.04000092
1998,852,1143,418,118,54.70000076
1999,852,1143,448,118,58.56000137
2000,852,1143,476,136,56.58000183
1997,853,955,98,177,95.12000275
1998,853,955,423,106,77.62000275
1999,853,955,381,109,84.51999664
2000,853,955,288,125,75.43000031
1997,854,700,178,273,91.95999908
1998,854,700,188,246,92.12999725
1999,854,700,182,257,87.77999878
2000,854,700,189,272,85.94000244
1997,855,957,522,261,78.18000031
1998,855,957,607,234,77.33999634
1999,855,957,651,213,69.41999817
2000,855,957,740,219,71.90000153
1997,856,683,281,136,73.66999817
1998,856,683,307,133,68.61000061
1999,856,683,325,142,69.63999939
2000,856,683,330,147,73.01000214
1997,857,875,233,210,73.94000244
1998,857,875,238,201,70.44999695
1999,857,875,244,200,71.08999634
2000,857,875,269,188,69.55000305
1997,858,656,210,137,75.30999756
1998,858,656,232,133,75.87000275
1999,858,656,221,139,75.94999695
2000,858,656,233,160,72.04000092
1997,859,762,376,177,72.83000183
1998,859,762,368,183,69
1999,859,762,488,153,63.84999847
2000,859,762,523,181,69.01000214
1997,860,1261,161,132,42.77999878
1998,860,1261,196,130,28.56000137
1999,860,1261,189,147,48.33000183
2000,860,1261,150,169,33.20999908
1997,861,1502,275,278,73.51999664
1998,861,1502,311,249,64.08000183
1999,861,1502,341,263,65.08000183
2000,861,1502,365,224,57.06999969
1997,862,807,162,148,47.52000046
1998,862,807,157,155,49.09999847
1999,862,807,132,163,51.68999863
2000,862,807,120,180,51.89999771
1997,863,674,242,169,87.98999786
1998,863,674,243,176,81.15000153
1999,863,674,209,174,82.69999695
2000,863,674,228,187,81.12000275
1997,864,1093,4956,157,45.00999832
1998,864,1093,5180,154,43.83000183
1999,864,1093,4785,169,45.63000107
2000,864,1093,3714,188,46.81000137
1997,865,193,389,101,71.90000153
1998,865,193,346,109,76.26999664
1999,865,193,283,124,79.16999817
2000,865,193,284,149,58.36999893
1997,866,1013,509,193,46.13999939
1998,866,1013,632,178,45.91999817
1999,866,1013,686,180,45.74000168
2000,866,1013,697,162,58.07999802
1997,867,1976,197,258,37.18000031
1998,867,1976,168,263,36.52999878
1999,867,1976,204,249,25.25
2000,867,1976,184,244,32.16999817
1997,868,1014,183,175,71.38999939
1998,868,1014,211,175,73.08000183
1999,868,1014,223,179,74.91000366
2000,868,1014,261,168,79.15000153
1997,869,700,160,178,68.69999695
1998,869,700,179,174,58.77000046
1999,869,700,158,174,61.44999695
2000,869,700,161,172,58.71999741
1997,870,2585,555,314,55.87999725
1998,870,2585,541,330,54.93999863
1999,870,2585,540,361,49.56000137
2000,870,2585,609,359,46.11999893
1997,871,2724,257,234,49.52999878
1998,871,2724,267,247,46.15000153
1999,871,2724,215,293,37.08000183
2000,871,2724,201,300,34.91999817
1997,872,1069,119,237,68.80000305
1998,872,1069,201,216,78.15000153
1999,872,1069,188,228,74.87000275
2000,872,1069,166,239,77.01000214
1997,873,406,27,116,65.44999695
1998,873,406,23,141,69.37999725
1999,873,406,15,155,81.01999664
2000,873,406,210,179,91.41000366
1997,874,204,516,75,53.34000015
1998,874,204,463,78,56.04999542
1999,874,204,397,97,60.11999893
2000,874,204,337,120,58.56999588
1997,875,920,827,197,75.23999786
1998,875,920,904,183,74.36000061
1999,875,920,1257,152,49.86000061
2000,875,920,1076,183,58.21999741
1997,876,297,417,239,97.59999847
1998,876,297,386,240,97.01999664
1999,876,297,682,107,86.83000183
2000,876,297,703,117,85.69999695
1997,877,734,822,196,67.22000122
1998,877,734,800,188,68.55999756
1999,877,734,844,200,65.41000366
2000,877,734,794,233,64.19999695
1997,878,1066,766,127,31.15999985
1998,878,1066,788,127,31.44000244
1999,878,1066,847,125,28.11000061
2000,878,1066,863,140,27.07999992
1997,879,690,239,211,65.98000336
1998,879,690,277,196,55.90999603
1999,879,690,299,207,50.93000031
2000,879,690,317,220,48.79999924
1997,880,1461,386,178,54.29000092
1998,880,1461,358,176,59.45000076
1999,880,1461,413,186,44.02000046
2000,880,1461,507,180,38.06000137
1997,881,1742,184,192,30.70999908
1998,881,1742,195,173,24.42000008
1999,881,1742,176,201,27.59000015
2000,881,1742,148,225,25.33000183
1997,882,1847,359,196,31.77000046
1998,882,1847,375,182,32.47000122
1999,882,1847,356,203,31.19000244
2000,882,1847,460,187,25.44000244
1997,883,1697,111,302,56.27000427
1998,883,1697,121,271,41.49000168
1999,883,1697,121,277,48.29000092
2000,883,1697,183,210,48.75
1997,884,1077,529,125,38.04000092
1998,884,1077,416,123,26.17000008
1999,884,1077,380,133,50.63999939
2000,884,1077,353,145,39.18000031
1997,885,632,343,178,71.08999634
1998,885,632,354,174,69.38999939
1999,885,632,557,121,60.81000137
2000,885,632,448,191,77.15000153
1997,886,695,184,242,83.95999908
1998,886,695,203,218,83.98000336
1999,886,695,190,230,77.73000336
2000,886,695,196,239,78.69999695
1997,887,1041,173,261,66.08000183
1998,887,1041,164,228,64.84999847
1999,887,1041,191,254,62.86000061
2000,887,1041,299,205,72.65000153
1997,888,1016,1450,322,70.48000336
1998,888,1016,1479,291,70.95999908
1999,888,1016,1810,296,64.62000275
2000,888,1016,1936,296,60.74000168
1997,889,282,207,229,91.62999725
1998,889,282,292,147,82.27999878
1999,889,282,213,230,98.98000336
2000,889,282,211,242,98.34999847
1997,890,1310,594,220,68.95999908
1998,890,1310,657,206,64.48999786
1999,890,1310,1178,153,68.16000366
2000,890,1310,1461,150,67.98999786
1997,891,980,508,299,66.23000336
1998,891,980,536,283,61.63999939
1999,891,980,517,294,59.84000015
2000,891,980,598,282,52.31000137
1997,892,1276,1134,188,59.29000473
1998,892,1276,1206,182,60.75
1999,892,1276,1486,170,59.0399971
2000,892,1276,1619,175,60.03000259
1997,893,727,205,225,52.31000137
1998,893,727,307,158,45.47999954
1999,893,727,369,157,52.54999924
2000,893,727,328,193,54.15000153
1997,894,1427,291,263,75.23999786
1998,894,1427,288,283,71.33999634
1999,894,1427,293,288,65.80999756
2000,894,1427,335,281,73.19999695
1997,895,982,174,255,68.48000336
1998,895,982,186,257,72.73000336
1999,895,982,215,262,66.23999786
2000,895,982,249,254,65.15000153
1997,896,992,263,201,45.40999985
1998,896,992,311,174,51.81999969
1999,896,992,256,212,43.27999878
2000,896,992,278,223,46.38999939
1997,897,1098,138,246,38.20000076
1998,897,1098,138,243,39.13000107
1999,897,1098,256,173,37.90999985
2000,897,1098,318,174,54.50999832
1997,898,1533,443,223,68.08999634
1998,898,1533,427,229,68.91999817
1999,898,1533,508,211,60.03000259
2000,898,1533,569,218,60.45000076
1997,899,1589,947,249,77.23000336
1998,899,1589,937,254,75.98000336
1999,899,1589,1152,242,68.08999634
2000,899,1589,1277,254,70.45999908
1997,900,1577,177,417,69.01999664
1998,900,1577,188,340,62.65000153
1999,900,1577,190,356,65.69999695
2000,900,1577,216,381,71.01999664
1997,901,1523,209,352,71.73999786
1998,901,1523,219,326,70.41000366
1999,901,1523,187,334,69.40000153
2000,901,1523,252,316,75.52999878
1997,902,1399,595,234,82.02999878
1998,902,1399,604,217,81.23000336
1999,902,1399,885,174,72.43000031
2000,902,1399,852,203,71.69999695
1997,903,449,484,224,47.5
1998,903,449,575,195,52.1099968
1999,903,449,501,229,49.40999985
2000,903,449,560,236,48.34000015
1997,904,1308,339,256,68.23999786
1998,904,1308,371,239,66.63999939
1999,904,1308,370,239,64.37999725
2000,904,1308,466,221,63.62000275
1997,905,1300,112,240,65.62999725
1998,905,1300,114,233,57.72999954
1999,905,1300,96,237,56.22000122
2000,905,1300,124,231,55.72000122
1997,906,923,819,283,83.83999634
1998,906,923,842,255,83.93000031
1999,906,923,1041,226,71.88999939
2000,906,923,1110,245,72.51000214
1997,907,559,294,104,44.40000153
1998,907,559,401,101,64.30999756
1999,907,559,720,90,71.83000183
2000,907,559,687,98,62.20999908
1997,908,471,432,69,85.30000305
1998,908,471,420,75,92.20999908
1999,908,471,495,71,90.93000031
2000,908,471,435,81,91.38999939
1997,909,764,838,228,49.61000061
1998,909,764,825,236,50.75
1999,909,764,735,247,45.38999939
2000,909,764,689,272,43.97000122
1997,910,616,612,96,53.45000076
1998,910,616,661,102,54.93999863
1999,910,616,664,103,54.68000031
2000,910,616,699,111,49.95000076
1997,911,675,305,203,86.88999939
1998,911,675,296,208,82.33999634
1999,911,675,324,202,81.95999908
2000,911,675,280,249,86.77999878
1997,912,1449,299,171,55.27999878
1998,912,1449,330,182,58.20999908
1999,912,1449,342,173,58.20999908
2000,912,1449,324,180,67.23000336
1997,913,908,221,111,75.66000366
1998,913,908,225,117,77.04000092
1999,913,908,196,134,75.31999969
2000,913,908,209,140,80.01999664
1997,914,443,254,132,61.11999893
1998,914,443,216,168,64.76999664
1999,914,443,518,81,68.48000336
2000,914,443,562,89,83.88999939
1997,915,1406,129,170,39.02000046
1998,915,1406,103,199,37.25999832
1999,915,1406,132,170,48.40000153
2000,915,1406,133,188,44.18999863
1997,916,823,214,109,72.61000061
1998,916,823,227,113,63.09999847
1999,916,823,215,121,65.23000336
2000,916,823,204,134,68.38999939
1997,917,1754,177,156,40.91999817
1998,917,1754,179,192,39.56000137
1999,917,1754,188,166,36
2000,917,1754,188,187,46.50999832
1997,918,1968,150,228,25
1998,918,1968,168,218,26.32999992
1999,918,1968,168,204,34
2000,918,1968,160,230,24
1997,919,1980,176,194,25.93000031
1998,919,1980,170,198,23.46999931
1999,919,1980,231,162,31.67000198
2000,919,1980,216,187,39.68000031
1997,920,612,399,106,72.84999847
1998,920,612,482,113,80.77999878
1999,920,612,490,113,85.20999908
2000,920,612,487,121,84.61000061
1997,921,562,337,159,78.72000122
1998,921,562,243,153,81.88999939
1999,921,562,269,160,86.04000092
2000,921,562,231,208,79.61000061
1997,922,1168,1019,240,43.36999893
1998,922,1168,1207,203,41.63000107
1999,922,1168,1400,200,39.00999832
2000,922,1168,1520,219,38.50999832
1997,923,550,499,79,87.05000305
1998,923,550,525,88,88.76999664
1999,923,550,524,86,90.18000031
2000,923,550,734,96,74.43000031
1997,924,1088,401,190,67.47000122
1998,924,1088,423,181,67.62000275
1999,924,1088,482,170,70.98000336
2000,924,1088,501,178,67.69999695
1997,925,1302,229,161,57.20999908
1998,925,1302,222,173,60.49000168
1999,925,1302,254,179,59.85000229
2000,925,1302,276,171,49.45000076
1997,926,1429,156,136,72.55000305
1998,926,1429,143,169,85.06999969
1999,926,1429,146,155,82.11000061
2000,926,1429,161,159,74.80999756
1997,927,495,282,98,66.11000061
1998,927,495,264,110,67
1999,927,495,277,104,67.61000061
2000,927,495,283,109,67.87000275
1997,928,1601,196,181,21.98999977
1998,928,1601,192,193,22.87999916
1999,928,1601,224,180,24.64999962
2000,928,1601,294,170,57.63999939
1997,929,1912,340,236,42.31999969
1998,929,1912,387,218,52.34999847
1999,929,1912,413,202,45.81000137
2000,929,1912,515,210,44.81999969
1997,930,2090,183,212,27.23999977
1998,930,2090,207,207,25.28000259
1999,930,2090,267,180,21.79000092
2000,930,2090,243,213,22.20000076
1997,931,604,298,140,76.63999939
1998,931,604,308,159,75.88999939
1999,931,604,310,175,74.20999908
2000,931,604,315,187,68.95999908
1997,932,487,484,85,67.44999695
1998,932,487,478,94,81.73000336
1999,932,487,539,93,79.47000122
2000,932,487,524,97,84.23000336
1997,933,969,629,166,50.38999939
1998,933,969,656,149,39.65000153
1999,933,969,711,157,46.40000153
2000,933,969,645,178,48.52000046
1997,934,296,606,147,41.91999817
1998,934,296,528,168,52.67999649
1999,934,296,509,176,49.59000015
2000,934,296,524,182,42.16999817
1997,935,2569,92,381,57.48000336
1998,935,2569,86,451,55.36999512
1999,935,2569,94,409,49.29999924
2000,935,2569,468,294,49.66999817
1997,936,1338,211,226,31.60000229
1998,936,1338,194,244,31.72999954
1999,936,1338,189,279,29.40999794
2000,936,1338,192,292,30.40999985
1997,937,1137,244,275,33.38000107
1998,937,1137,264,259,34.31000137
1999,937,1137,263,246,33.02000046
2000,937,1137,248,270,30.91999817
1997,938,2425,126,305,22.07999992
1998,938,2425,139,303,28.00999832
1999,938,2425,145,317,28.38999939
2000,938,2425,362,232,61.72000122
1997,939,945,5367,135,43.49000168
1998,939,945,5582,132,41.45999908
1999,939,945,6368,122,43.61000061
2000,939,945,7365,121,37.49000168
1997,940,2143,1788,294,38.74000168
1998,940,2143,1575,310,39.34999847
1999,940,2143,1702,296,33.00999832
2000,940,2143,1679,355,31
1997,941,330,1518,180,72.83999634
1998,941,330,1499,187,75.66999817
1999,941,330,1494,195,71.91999817
2000,941,330,1504,203,75.52999878
1997,942,284,143,178,59.18999863
1998,942,284,145,170,92.15000153
1999,942,284,146,191,80.69999695
2000,942,284,266,209,36.06000137
1997,943,2453,502,337,24.18000031
1998,943,2453,608,281,30.25
1999,943,2453,609,332,25.12000275
2000,943,2453,577,376,28.43000031
1997,944,427,1652,165,44.24000168
1998,944,427,1676,168,46.40999985
1999,944,427,1829,164,32.52000046
2000,944,427,2021,154,40.22999954
1997,945,2406,134,293,30.77000046
1998,945,2406,139,272,32.88999939
1999,945,2406,142,297,21.35000038
2000,945,2406,153,298,25.85000038
1997,946,292,566,215,52.52000046
1998,946,292,514,211,55.44999695
1999,946,292,537,224,57.13000488
2000,946,292,632,211,40.11999893
1997,947,254,768,138,66.43000031
1998,947,254,678,129,62.66000366
1999,947,254,661,144,65.62000275
2000,947,254,1308,100,49.33000183
1997,948,2512,200,362,35.66999817
1998,948,2512,195,351,50.31000519
1999,948,2512,212,352,45.22999954
2000,948,2512,257,344,35.90000153
1997,949,1982,510,305,43.34000015
1998,949,1982,604,284,52.74999619
1999,949,1982,562,301,55.68000031
2000,949,1982,692,287,57.49000168
1997,950,1574,567,250,44.08000183
1998,950,1574,482,263,44.45999908
1999,950,1574,494,301,44.54999924
2000,950,1574,505,318,47.65000153
1997,951,2426,1025,342,30.29000092
1998,951,2426,1188,318,35.15000153
1999,951,2426,1242,335,34.63000107
2000,951,2426,1265,383,31.79999924
1997,952,2577,5034,392,38.15999985
1998,952,2577,5455,365,40.29999924
1999,952,2577,5713,404,39.41999817
2000,952,2577,5161,477,36.97000122
1997,953,2565,210,427,31.79999924
1998,953,2565,398,341,52.71999741
1999,953,2565,627,368,45.59000015
2000,953,2565,808,458,42.95999908
1997,954,2434,399,394,34.40000153
1998,954,2434,575,312,49.18999863
1999,954,2434,616,361,48.54000092
2000,954,2434,667,401,41.41999817
1997,955,1034,431,168,52.59999466
1998,955,1034,413,169,57.41999817
1999,955,1034,389,173,60.83000183
2000,955,1034,342,172,55.50999451
1997,956,713,364,164,33.50999832
1998,956,713,438,147,36.49000168
1999,956,713,416,158,33.38999939
2000,956,713,521,139,34.72000122
1997,957,2402,994,381,31.45999908
1998,957,2402,1191,326,34.59000015
1999,957,2402,1200,375,31.47000122
2000,957,2402,1287,416,32.68000031
1997,958,882,1145,271,69.02999878
1998,958,882,1212,273,72.75
1999,958,882,1163,294,66.40000153
2000,958,882,1198,310,65.30000305
1997,959,198,435,141,61.90000153
1998,959,198,363,138,59.61000443
1999,959,198,320,155,62.20999908
2000,959,198,373,161,67.25
1997,960,998,2770,160,38.47000122
1998,960,998,2781,156,33.27999878
1999,960,998,3232,143,33.36000061
2000,960,998,3914,130,25.87000084
1997,961,2126,286,300,36
1998,961,2126,318,271,39.25
1999,961,2126,325,267,30.68000031
2000,961,2126,305,295,31.52000046
1997,962,1226,200,245,44.54999924
1998,962,1226,201,263,43.34999847
1999,962,1226,159,323,42.06999969
2000,962,1226,185,321,37.45999908
1997,963,214,5676,133,45.00999832
1998,963,214,5937,129,46.93999863
1999,963,214,6342,127,40.02000046
2000,963,214,5889,133,39.04000092
1997,964,1024,3879,154,31.34000015
1998,964,1024,4043,149,29.8900013
1999,964,1024,3768,160,31.79999924
2000,964,1024,4273,144,31.33000183
1997,965,991,263,120,63.23000336
1998,965,991,100,134,67.54000092
1999,965,991,105,134,50.20999908
2000,965,991,68,140,69.65000153
1997,966,463,167,156,89.87999725
1998,966,463,162,181,92.87999725
1999,966,463,201,158,54.52000046
2000,966,463,151,146,97.05000305
1997,967,656,235,120,40.58000183
1998,967,656,190,123,64.06999969
1999,967,656,200,132,51.89999771
2000,967,656,225,124,46.59000015
1997,968,2334,159,263,41.81999969
1998,968,2334,160,257,34.16999817
1999,968,2334,173,263,36.63999939
2000,968,2334,195,273,44.31000137
1997,969,361,1523,64,98.95999908
1998,969,361,1615,70,97.70999908
1999,969,361,1756,72,97.58999634
2000,969,361,1745,80,97.73000336
1997,970,646,968,91,64.84999847
1998,970,646,968,103,67.62000275
1999,970,646,1105,98,67.06999969
2000,970,646,1118,114,66.51999664
1997,971,543,999,79,53.86999893
1998,971,543,1013,84,57.88000107
1999,971,543,1212,76,54.58000183
2000,971,543,1270,89,55.29000092
1997,972,180,547,54,99.29000092
1998,972,180,531,60,98.95999908
1999,972,180,543,58,99
2000,972,180,518,65,99.01000214
1997,973,588,656,81,55.18999863
1998,973,588,542,95,98.94000244
1999,973,588,658,91,98.98999786
2000,973,588,680,98,98.58999634
1997,974,446,1695,66,98.08999634
1998,974,446,1831,73,97.02999878
1999,974,446,1922,80,95.76000214
2000,974,446,2063,87,94.54000092
1997,975,371,1857,72,65.48000336
1998,975,371,1936,79,66.23999786
1999,975,371,2060,80,61.84999847
2000,975,371,2153,88,61.65000153
1997,976,671,1572,81,60.81999969
1998,976,671,1533,85,64.81999969
1999,976,671,1918,80,59.61999893
2000,976,671,1957,97,55.77999878
1997,977,724,201,86,77.87000275
1998,977,724,192,96,78.79000092
1999,977,724,243,84,79.88999939
2000,977,724,240,104,79.72000122
1997,978,748,248,99,79.58999634
1998,978,748,262,113,76.65000153
1999,978,748,222,115,59.08000565
2000,978,748,227,126,63.61000061
1997,979,1071,162,142,26.61000252
1998,979,1071,145,159,21.71999931
1999,979,1071,169,164,27.98999786
2000,979,1071,168,167,23.43000031
1997,980,833,275,130,74.62999725
1998,980,833,256,150,81.48000336
1999,980,833,263,153,78.75
2000,980,833,263,162,80.81999969
1997,981,407,189,102,72.16000366
1998,981,407,172,109,78.5
1999,981,407,178,108,63.80000305
2000,981,407,163,115,78.26000214
1997,982,1522,132,174,31
1998,982,1522,125,181,42.75999832
1999,982,1522,148,166,44.79000092
2000,982,1522,142,182,51.11000061
1997,983,462,334,75,50.80000305
1998,983,462,350,74,52.46999741
1999,983,462,336,71,53.93000412
2000,983,462,316,86,50.95999908
1997,984,1212,307,117,24.87999916
1998,984,1212,324,112,29.54999733
1999,984,1212,257,142,30.98999786
2000,984,1212,270,149,28.27000046
1997,985,1037,532,116,55.50999451
1998,985,1037,496,135,54.36999893
1999,985,1037,581,133,56.13000488
2000,985,1037,541,138,52.67999649
1997,986,1316,130,146,30.62999916
1998,986,1316,181,138,51.11000061
1999,986,1316,148,156,36.38000107
2000,986,1316,159,156,37.75999832
1997,987,1435,146,165,45.15999985
1998,987,1435,183,157,61.09999847
1999,987,1435,148,175,57.13999939
2000,987,1435,129,173,45.27000046
1997,988,1370,133,188,29.77000237
1998,988,1370,155,168,45.72999954
1999,988,1370,166,164,48.52999878
2000,988,1370,151,175,39.79999924
1997,989,342,353,67,50.84999847
1998,989,342,435,76,55.04999924
1999,989,342,434,71,51.37000275
2000,989,342,369,82,53.15999985
1997,990,1013,224,181,64.22000122
1998,990,1013,242,187,63.59000397
1999,990,1013,253,189,63.58000183
2000,990,1013,267,206,63.52999878
1997,991,325,1440,58,79.31999969
1998,991,325,1493,62,81.38999939
1999,991,325,1638,60,80.45999908
2000,991,325,1495,68,78.73999786
1997,992,838,493,115,69.16000366
1998,992,838,515,121,74.98999786
1999,992,838,528,123,71.13999939
2000,992,838,537,132,68.68000031
1997,993,394,333,68,55.30999756
1998,993,394,275,87,82.59999847
1999,993,394,231,91,86.94000244
2000,993,394,286,95,91.01999664
1997,994,389,1560,61,98.16999817
1998,994,389,1715,70,96.58999634
1999,994,389,1737,77,95.79000092
2000,994,389,1891,82,96.80000305
1997,995,558,426,87,76.5
1998,995,558,418,96,73.11000061
1999,995,558,375,105,72.76000214
2000,995,558,450,100,70.94999695
1997,996,363,762,75,96.79000092
1998,996,363,664,77,97.37999725
1999,996,363,609,84,97.88999939
2000,996,363,542,96,98.62000275
1997,997,333,934,64,98.76999664
1998,997,333,958,71,98.20999908
1999,997,333,1000,73,97.90000153
2000,997,333,1000,82,97.80000305
1997,998,956,758,116,71.11000061
1998,998,956,721,122,78.20999908
1999,998,956,735,128,74.16000366
2000,998,956,776,139,71.77999878
1997,999,1549,170,183,48.68999863
1998,999,1549,171,208,48.34999847
1999,999,1549,184,195,45.22999954
2000,999,1549,198,197,47.97000122
1997,1000,861,1704,129,84.26999664
1998,1000,861,1687,138,84.79000092
1999,1000,861,1559,151,79.04000092
2000,1000,861,2230,127,74.43000031
1997,1001,1849,459,181,27.77999878
1998,1001,1849,468,182,32.50999832
